dataset,setting,learner,method,T,K,repeat,Delta_K,multiplier,sigma,exploration_parameter,delta,N0_i,cost,cost_definition,T0,H,target_ratio,online_ratio,post_attack_target_ratio,post_attack_H,allocation_json,clean_sum_json,online_counts_json,phase1_counts_json,phase2_counts_json,post_attack_counts_json,C1,C2,budget_log_json,status,infeasible_reason,seed,clean_seed,z_star,mu_minus_K,modifications,magnitude,trajectory_seconds
MovieLens-25M,ucb-xu-gap-v1,UCB,Ours,1000000,10,37,0.05169584593246331,1.0,0.3333333333333333,0.3333333333333333,0.05,5,40517,injected samples,40567,959433,0.966312,1.0,1.0,959433,"[3731, 3763, 3763, 3731, 3731, 3667, 3763, 3763, 3731, 6874]","[4.0, 5.0, 5.0, 4.0, 4.0, 2.0, 5.0, 5.0, 4.0, 0.25847922966231657]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 959433]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 959433]",0,0,,simulated,,3880835383,3702036,0.05816883573444176,0.05169584593246331,0,0.0,0.030568165995646268
MovieLens-25M,ucb-xu-gap-v1,UCB,Xu2021,1000000,10,37,0.05169584593246331,1.0,0.3333333333333333,0.3333333333333333,0.05,0,54519,scheduled corrupted rounds,0,1000000,0.953461,0.953461,1.0,945481,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[5171, 5171, 5171, 5171, 5171, 5171, 5171, 5171, 5171, 953461]","[5170, 5170, 5170, 5170, 5170, 5170, 5170, 5170, 5170, 5170]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 2810]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 945481]",51700,2819,"{""C1"": 51700, ""C2"": 2819, ""K"": 10, ""T"": 1000000, ""feasible"": true, ""learner"": ""UCB"", ""learner_setting"": ""mean + sqrt(log(T)/N)"", ""mu"": 0.05169584593246331, ""reason"": """", ""source"": ""https://proceedings.neurips.cc/paper_files/paper/2021/file/be315e7f05e9f13629031915fe87ad44-Supplemental.pdf"", ""source_section"": ""A.2"", ""target_feedback"": ""deterministic mu_K"", ""total"": 54519, ""version"": ""xu2021-original-settings-v1""}",simulated,,1481047603,,,,42963,37915.002196399815,0.030930332985008135
MovieLens-25M,ucb-xu-gap-v1,UCB,Ours,1000000,10,38,0.05169584593246331,1.0,0.3333333333333333,0.3333333333333333,0.05,5,40484,injected samples,40534,959466,0.966335,1.0,1.0,959466,"[3764, 3764, 3732, 3764, 3732, 3732, 3700, 3732, 3700, 6864]","[5.0, 5.0, 4.0, 5.0, 4.0, 4.0, 3.0, 4.0, 3.0, 0.25847922966231657]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 959466]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 959466]",0,0,,simulated,,1701498196,3802036,0.05815913728075729,0.05169584593246331,0,0.0,0.030968083010520786
MovieLens-25M,ucb-xu-gap-v1,UCB,Xu2021,1000000,10,38,0.05169584593246331,1.0,0.3333333333333333,0.3333333333333333,0.05,0,54519,scheduled corrupted rounds,0,1000000,0.953461,0.953461,1.0,945481,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[5171, 5171, 5171, 5171, 5171, 5171, 5171, 5171, 5171, 953461]","[5170, 5170, 5170, 5170, 5170, 5170, 5170, 5170, 5170, 5170]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 2810]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 945481]",51700,2819,"{""C1"": 51700, ""C2"": 2819, ""K"": 10, ""T"": 1000000, ""feasible"": true, ""learner"": ""UCB"", ""learner_setting"": ""mean + sqrt(log(T)/N)"", ""mu"": 0.05169584593246331, ""reason"": """", ""source"": ""https://proceedings.neurips.cc/paper_files/paper/2021/file/be315e7f05e9f13629031915fe87ad44-Supplemental.pdf"", ""source_section"": ""A.2"", ""target_feedback"": ""deterministic mu_K"", ""total"": 54519, ""version"": ""xu2021-original-settings-v1""}",simulated,,933187622,,,,42723,37675.0021963998,0.03036549998796545
MovieLens-25M,ucb-xu-gap-v1,UCB,Ours,1000000,10,39,0.05169584593246331,1.0,0.3333333333333333,0.3333333333333333,0.05,5,40293,injected samples,40343,959657,0.966464,1.0,1.0,959657,"[3739, 3739, 3739, 3739, 3739, 3707, 3675, 3739, 3675, 6802]","[4.0, 4.0, 4.0, 4.0, 4.0, 3.0, 2.0, 4.0, 2.0, 0.25847922966231657]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 959657]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 959657]",0,0,,simulated,,64368909,3902036,0.058100907815908875,0.05169584593246331,0,0.0,0.027892291982425377
MovieLens-25M,ucb-xu-gap-v1,UCB,Xu2021,1000000,10,39,0.05169584593246331,1.0,0.3333333333333333,0.3333333333333333,0.05,0,54519,scheduled corrupted rounds,0,1000000,0.953461,0.953461,1.0,945481,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[5171, 5171, 5171, 5171, 5171, 5171, 5171, 5171, 5171, 953461]","[5170, 5170, 5170, 5170, 5170, 5170, 5170, 5170, 5170, 5170]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 2810]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 945481]",51700,2819,"{""C1"": 51700, ""C2"": 2819, ""K"": 10, ""T"": 1000000, ""feasible"": true, ""learner"": ""UCB"", ""learner_setting"": ""mean + sqrt(log(T)/N)"", ""mu"": 0.05169584593246331, ""reason"": """", ""source"": ""https://proceedings.neurips.cc/paper_files/paper/2021/file/be315e7f05e9f13629031915fe87ad44-Supplemental.pdf"", ""source_section"": ""A.2"", ""target_feedback"": ""deterministic mu_K"", ""total"": 54519, ""version"": ""xu2021-original-settings-v1""}",simulated,,567853481,,,,42866,37818.0021963998,0.030366624996531755
MovieLens-25M,ucb-xu-gap-v1,UCB,Ours,1000000,10,40,0.05169584593246331,1.0,0.3333333333333333,0.3333333333333333,0.05,5,40517,injected samples,40567,959433,0.966312,1.0,1.0,959433,"[3699, 3763, 3699, 3763, 3731, 3731, 3763, 3763, 3731, 6874]","[3.0, 5.0, 3.0, 5.0, 4.0, 4.0, 5.0, 5.0, 4.0, 0.25847922966231657]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 959433]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 959433]",0,0,,simulated,,3028928251,4002036,0.05816883932183703,0.05169584593246331,0,0.0,0.028053416986949742
MovieLens-25M,ucb-xu-gap-v1,UCB,Xu2021,1000000,10,40,0.05169584593246331,1.0,0.3333333333333333,0.3333333333333333,0.05,0,54519,scheduled corrupted rounds,0,1000000,0.953461,0.953461,1.0,945481,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[5171, 5171, 5171, 5171, 5171, 5171, 5171, 5171, 5171, 953461]","[5170, 5170, 5170, 5170, 5170, 5170, 5170, 5170, 5170, 5170]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 2810]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 945481]",51700,2819,"{""C1"": 51700, ""C2"": 2819, ""K"": 10, ""T"": 1000000, ""feasible"": true, ""learner"": ""UCB"", ""learner_setting"": ""mean + sqrt(log(T)/N)"", ""mu"": 0.05169584593246331, ""reason"": """", ""source"": ""https://proceedings.neurips.cc/paper_files/paper/2021/file/be315e7f05e9f13629031915fe87ad44-Supplemental.pdf"", ""source_section"": ""A.2"", ""target_feedback"": ""deterministic mu_K"", ""total"": 54519, ""version"": ""xu2021-original-settings-v1""}",simulated,,3614589559,,,,42730,37682.00219639981,0.0302252090186812
MovieLens-25M,ucb-xu-gap-v1,UCB,Ours,1000000,10,41,0.05169584593246331,1.0,0.3333333333333333,0.3333333333333333,0.05,5,40484,injected samples,40534,959466,0.966335,1.0,1.0,959466,"[3764, 3764, 3732, 3700, 3764, 3764, 3732, 3700, 3700, 6864]","[5.0, 5.0, 4.0, 3.0, 5.0, 5.0, 4.0, 3.0, 3.0, 0.25847922966231657]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 959466]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 959466]",0,0,,simulated,,3427594045,4102036,0.05815913419161879,0.05169584593246331,0,0.0,0.02809270899160765
MovieLens-25M,ucb-xu-gap-v1,UCB,Xu2021,1000000,10,41,0.05169584593246331,1.0,0.3333333333333333,0.3333333333333333,0.05,0,54519,scheduled corrupted rounds,0,1000000,0.953461,0.953461,1.0,945481,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[5171, 5171, 5171, 5171, 5171, 5171, 5171, 5171, 5171, 953461]","[5170, 5170, 5170, 5170, 5170, 5170, 5170, 5170, 5170, 5170]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 2810]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 945481]",51700,2819,"{""C1"": 51700, ""C2"": 2819, ""K"": 10, ""T"": 1000000, ""feasible"": true, ""learner"": ""UCB"", ""learner_setting"": ""mean + sqrt(log(T)/N)"", ""mu"": 0.05169584593246331, ""reason"": """", ""source"": ""https://proceedings.neurips.cc/paper_files/paper/2021/file/be315e7f05e9f13629031915fe87ad44-Supplemental.pdf"", ""source_section"": ""A.2"", ""target_feedback"": ""deterministic mu_K"", ""total"": 54519, ""version"": ""xu2021-original-settings-v1""}",simulated,,2637007606,,,,42733,37685.002196399786,0.030353624984854832
MovieLens-25M,ucb-xu-gap-v1,UCB,Ours,1000000,10,42,0.05169584593246331,1.0,0.3333333333333333,0.3333333333333333,0.05,5,40293,injected samples,40343,959657,0.966464,1.0,1.0,959657,"[3707, 3739, 3707, 3707, 3771, 3707, 3739, 3707, 3707, 6802]","[3.0, 4.0, 3.0, 3.0, 5.0, 3.0, 4.0, 3.0, 3.0, 0.25847922966231657]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 959657]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 959657]",0,0,,simulated,,3607962085,4202036,0.05810090996115934,0.05169584593246331,0,0.0,0.028033915994456038
MovieLens-25M,ucb-xu-gap-v1,UCB,Xu2021,1000000,10,42,0.05169584593246331,1.0,0.3333333333333333,0.3333333333333333,0.05,0,54519,scheduled corrupted rounds,0,1000000,0.953461,0.953461,1.0,945481,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[5171, 5171, 5171, 5171, 5171, 5171, 5171, 5171, 5171, 953461]","[5170, 5170, 5170, 5170, 5170, 5170, 5170, 5170, 5170, 5170]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 2810]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 945481]",51700,2819,"{""C1"": 51700, ""C2"": 2819, ""K"": 10, ""T"": 1000000, ""feasible"": true, ""learner"": ""UCB"", ""learner_setting"": ""mean + sqrt(log(T)/N)"", ""mu"": 0.05169584593246331, ""reason"": """", ""source"": ""https://proceedings.neurips.cc/paper_files/paper/2021/file/be315e7f05e9f13629031915fe87ad44-Supplemental.pdf"", ""source_section"": ""A.2"", ""target_feedback"": ""deterministic mu_K"", ""total"": 54519, ""version"": ""xu2021-original-settings-v1""}",simulated,,189587570,,,,42756,37708.0021963998,0.030409625003812835
MovieLens-25M,ucb-xu-gap-v1,UCB,Ours,1000000,10,43,0.05169584593246331,1.0,0.3333333333333333,0.3333333333333333,0.05,5,40293,injected samples,40343,959657,0.966464,1.0,1.0,959657,"[3739, 3739, 3707, 3771, 3675, 3739, 3707, 3707, 3707, 6802]","[4.0, 4.0, 3.0, 5.0, 2.0, 4.0, 3.0, 3.0, 3.0, 0.25847922966231657]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 959657]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 959657]",0,0,,simulated,,1503716686,4302036,0.05810090781613356,0.05169584593246331,0,0.0,0.027967500005615875
MovieLens-25M,ucb-xu-gap-v1,UCB,Xu2021,1000000,10,43,0.05169584593246331,1.0,0.3333333333333333,0.3333333333333333,0.05,0,54519,scheduled corrupted rounds,0,1000000,0.953461,0.953461,1.0,945481,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[5171, 5171, 5171, 5171, 5171, 5171, 5171, 5171, 5171, 953461]","[5170, 5170, 5170, 5170, 5170, 5170, 5170, 5170, 5170, 5170]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 2810]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 945481]",51700,2819,"{""C1"": 51700, ""C2"": 2819, ""K"": 10, ""T"": 1000000, ""feasible"": true, ""learner"": ""UCB"", ""learner_setting"": ""mean + sqrt(log(T)/N)"", ""mu"": 0.05169584593246331, ""reason"": """", ""source"": ""https://proceedings.neurips.cc/paper_files/paper/2021/file/be315e7f05e9f13629031915fe87ad44-Supplemental.pdf"", ""source_section"": ""A.2"", ""target_feedback"": ""deterministic mu_K"", ""total"": 54519, ""version"": ""xu2021-original-settings-v1""}",simulated,,1502720713,,,,42735,37687.00219639977,0.030395292007597163
MovieLens-25M,ucb-xu-gap-v1,UCB,Ours,1000000,10,44,0.05169584593246331,1.0,0.3333333333333333,0.3333333333333333,0.05,5,40357,injected samples,40407,959593,0.96642,1.0,1.0,959593,"[3768, 3768, 3705, 3737, 3705, 3737, 3737, 3705, 3673, 6822]","[5.0, 5.0, 3.0, 4.0, 3.0, 4.0, 4.0, 3.0, 2.0, 0.25847922966231657]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 959593]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 959593]",0,0,,simulated,,3610771332,4402036,0.058120316676775585,0.05169584593246331,0,0.0,0.029596749984193593
MovieLens-25M,ucb-xu-gap-v1,UCB,Xu2021,1000000,10,44,0.05169584593246331,1.0,0.3333333333333333,0.3333333333333333,0.05,0,54519,scheduled corrupted rounds,0,1000000,0.953461,0.953461,1.0,945481,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[5171, 5171, 5171, 5171, 5171, 5171, 5171, 5171, 5171, 953461]","[5170, 5170, 5170, 5170, 5170, 5170, 5170, 5170, 5170, 5170]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 2810]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 945481]",51700,2819,"{""C1"": 51700, ""C2"": 2819, ""K"": 10, ""T"": 1000000, ""feasible"": true, ""learner"": ""UCB"", ""learner_setting"": ""mean + sqrt(log(T)/N)"", ""mu"": 0.05169584593246331, ""reason"": """", ""source"": ""https://proceedings.neurips.cc/paper_files/paper/2021/file/be315e7f05e9f13629031915fe87ad44-Supplemental.pdf"", ""source_section"": ""A.2"", ""target_feedback"": ""deterministic mu_K"", ""total"": 54519, ""version"": ""xu2021-original-settings-v1""}",simulated,,1703028468,,,,42705,37657.00219639977,0.030503334011882544
MovieLens-25M,ucb-xu-gap-v1,UCB,Ours,1000000,10,45,0.05169584593246331,1.0,0.3333333333333333,0.3333333333333333,0.05,5,40392,injected samples,40442,959558,0.966396,1.0,1.0,959558,"[3704, 3736, 3736, 3736, 3736, 3736, 3672, 3767, 3736, 6833]","[3.0, 4.0, 4.0, 4.0, 4.0, 4.0, 2.0, 5.0, 4.0, 0.25847922966231657]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 959558]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 959558]",0,0,,simulated,,3670609644,4502036,0.05813002619557105,0.05169584593246331,0,0.0,0.027977332996670157
MovieLens-25M,ucb-xu-gap-v1,UCB,Xu2021,1000000,10,45,0.05169584593246331,1.0,0.3333333333333333,0.3333333333333333,0.05,0,54519,scheduled corrupted rounds,0,1000000,0.953461,0.953461,1.0,945481,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[5171, 5171, 5171, 5171, 5171, 5171, 5171, 5171, 5171, 953461]","[5170, 5170, 5170, 5170, 5170, 5170, 5170, 5170, 5170, 5170]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 2810]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 945481]",51700,2819,"{""C1"": 51700, ""C2"": 2819, ""K"": 10, ""T"": 1000000, ""feasible"": true, ""learner"": ""UCB"", ""learner_setting"": ""mean + sqrt(log(T)/N)"", ""mu"": 0.05169584593246331, ""reason"": """", ""source"": ""https://proceedings.neurips.cc/paper_files/paper/2021/file/be315e7f05e9f13629031915fe87ad44-Supplemental.pdf"", ""source_section"": ""A.2"", ""target_feedback"": ""deterministic mu_K"", ""total"": 54519, ""version"": ""xu2021-original-settings-v1""}",simulated,,3461412679,,,,42809,37761.00219639979,0.030251874995883554
MovieLens-25M,ucb-xu-gap-v1,UCB,Ours,1000000,10,46,0.05169584593246331,1.0,0.3333333333333333,0.3333333333333333,0.05,5,40419,injected samples,40469,959531,0.966379,1.0,1.0,959531,"[3703, 3766, 3734, 3734, 3766, 3734, 3734, 3734, 3671, 6843]","[3.0, 5.0, 4.0, 4.0, 5.0, 4.0, 4.0, 4.0, 2.0, 0.25847922966231657]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 959531]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 959531]",0,0,,simulated,,3647249922,4602036,0.05813972854616303,0.05169584593246331,0,0.0,0.027902707981411368
MovieLens-25M,ucb-xu-gap-v1,UCB,Xu2021,1000000,10,46,0.05169584593246331,1.0,0.3333333333333333,0.3333333333333333,0.05,0,54519,scheduled corrupted rounds,0,1000000,0.953461,0.953461,1.0,945481,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[5171, 5171, 5171, 5171, 5171, 5171, 5171, 5171, 5171, 953461]","[5170, 5170, 5170, 5170, 5170, 5170, 5170, 5170, 5170, 5170]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 2810]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 945481]",51700,2819,"{""C1"": 51700, ""C2"": 2819, ""K"": 10, ""T"": 1000000, ""feasible"": true, ""learner"": ""UCB"", ""learner_setting"": ""mean + sqrt(log(T)/N)"", ""mu"": 0.05169584593246331, ""reason"": """", ""source"": ""https://proceedings.neurips.cc/paper_files/paper/2021/file/be315e7f05e9f13629031915fe87ad44-Supplemental.pdf"", ""source_section"": ""A.2"", ""target_feedback"": ""deterministic mu_K"", ""total"": 54519, ""version"": ""xu2021-original-settings-v1""}",simulated,,985079143,,,,42685,37637.002196399786,0.030164083000272512
MovieLens-25M,ucb-xu-gap-v1,UCB,Ours,1000000,10,47,0.05169584593246331,1.0,0.3333333333333333,0.3333333333333333,0.05,5,40484,injected samples,40534,959466,0.966335,1.0,1.0,959466,"[3764, 3732, 3764, 3764, 3764, 3700, 3732, 3732, 3668, 6864]","[5.0, 4.0, 5.0, 5.0, 5.0, 3.0, 4.0, 4.0, 2.0, 0.25847922966231657]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 959466]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 959466]",0,0,,simulated,,613915309,4702036,0.05815913048718588,0.05169584593246331,0,0.0,0.027859541994985193
MovieLens-25M,ucb-xu-gap-v1,UCB,Xu2021,1000000,10,47,0.05169584593246331,1.0,0.3333333333333333,0.3333333333333333,0.05,0,54519,scheduled corrupted rounds,0,1000000,0.953461,0.953461,1.0,945481,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[5171, 5171, 5171, 5171, 5171, 5171, 5171, 5171, 5171, 953461]","[5170, 5170, 5170, 5170, 5170, 5170, 5170, 5170, 5170, 5170]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 2810]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 945481]",51700,2819,"{""C1"": 51700, ""C2"": 2819, ""K"": 10, ""T"": 1000000, ""feasible"": true, ""learner"": ""UCB"", ""learner_setting"": ""mean + sqrt(log(T)/N)"", ""mu"": 0.05169584593246331, ""reason"": """", ""source"": ""https://proceedings.neurips.cc/paper_files/paper/2021/file/be315e7f05e9f13629031915fe87ad44-Supplemental.pdf"", ""source_section"": ""A.2"", ""target_feedback"": ""deterministic mu_K"", ""total"": 54519, ""version"": ""xu2021-original-settings-v1""}",simulated,,2771279569,,,,42723,37675.00219639979,0.03020941698923707
MovieLens-25M,ucb-xu-gap-v1,UCB,Ours,1000000,10,48,0.05169584593246331,1.0,0.3333333333333333,0.3333333333333333,0.05,5,40420,injected samples,40470,959530,0.966378,1.0,1.0,959530,"[3766, 3734, 3703, 3734, 3734, 3766, 3734, 3703, 3703, 6843]","[5.0, 4.0, 3.0, 4.0, 4.0, 5.0, 4.0, 3.0, 3.0, 0.25847922966231657]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 959530]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 959530]",0,0,,simulated,,251387486,4802036,0.058139730378041876,0.05169584593246331,0,0.0,0.0280366669758223
MovieLens-25M,ucb-xu-gap-v1,UCB,Xu2021,1000000,10,48,0.05169584593246331,1.0,0.3333333333333333,0.3333333333333333,0.05,0,54519,scheduled corrupted rounds,0,1000000,0.953461,0.953461,1.0,945481,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[5171, 5171, 5171, 5171, 5171, 5171, 5171, 5171, 5171, 953461]","[5170, 5170, 5170, 5170, 5170, 5170, 5170, 5170, 5170, 5170]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 2810]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 945481]",51700,2819,"{""C1"": 51700, ""C2"": 2819, ""K"": 10, ""T"": 1000000, ""feasible"": true, ""learner"": ""UCB"", ""learner_setting"": ""mean + sqrt(log(T)/N)"", ""mu"": 0.05169584593246331, ""reason"": """", ""source"": ""https://proceedings.neurips.cc/paper_files/paper/2021/file/be315e7f05e9f13629031915fe87ad44-Supplemental.pdf"", ""source_section"": ""A.2"", ""target_feedback"": ""deterministic mu_K"", ""total"": 54519, ""version"": ""xu2021-original-settings-v1""}",simulated,,4232922202,,,,42649,37601.0021963998,0.030118458991637453
MovieLens-25M,ucb-xu-gap-v1,UCB,Ours,1000000,10,49,0.05169584593246331,1.0,0.3333333333333333,0.3333333333333333,0.05,5,40356,injected samples,40406,959594,0.966421,1.0,1.0,959594,"[3768, 3737, 3768, 3737, 3641, 3768, 3705, 3737, 3673, 6822]","[5.0, 4.0, 5.0, 4.0, 1.0, 5.0, 3.0, 4.0, 2.0, 0.25847922966231657]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 959594]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 959594]",0,0,,simulated,,782528414,4902036,0.058120304482535065,0.05169584593246331,0,0.0,0.0280569999886211
MovieLens-25M,ucb-xu-gap-v1,UCB,Xu2021,1000000,10,49,0.05169584593246331,1.0,0.3333333333333333,0.3333333333333333,0.05,0,54519,scheduled corrupted rounds,0,1000000,0.953461,0.953461,1.0,945481,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[5171, 5171, 5171, 5171, 5171, 5171, 5171, 5171, 5171, 953461]","[5170, 5170, 5170, 5170, 5170, 5170, 5170, 5170, 5170, 5170]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 2810]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 945481]",51700,2819,"{""C1"": 51700, ""C2"": 2819, ""K"": 10, ""T"": 1000000, ""feasible"": true, ""learner"": ""UCB"", ""learner_setting"": ""mean + sqrt(log(T)/N)"", ""mu"": 0.05169584593246331, ""reason"": """", ""source"": ""https://proceedings.neurips.cc/paper_files/paper/2021/file/be315e7f05e9f13629031915fe87ad44-Supplemental.pdf"", ""source_section"": ""A.2"", ""target_feedback"": ""deterministic mu_K"", ""total"": 54519, ""version"": ""xu2021-original-settings-v1""}",simulated,,2250945130,,,,42741,37693.00219639977,0.030304125015391037
MovieLens-25M,ucb-xu-gap-v1,UCB,Ours,1000000,10,0,0.07754376889869496,1.5,0.3333333333333333,0.3333333333333333,0.05,5,19690,injected samples,19740,980260,0.980266,1.0,1.0,980260,"[2161, 2209, 2209, 2209, 2185, 2161, 2185, 2209, 2161, 1]","[3.0, 5.0, 5.0, 5.0, 4.0, 3.0, 4.0, 5.0, 3.0, 0.3877188444934748]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 980260]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 980260]",0,0,,simulated,,3232395482,2036,0.07754376889869496,0.07754376889869496,0,0.0,0.02851816700422205
