dataset,setting,learner,method,T,K,repeat,Delta_K,multiplier,sigma,exploration_parameter,delta,N0_i,cost,cost_definition,T0,H,target_ratio,online_ratio,post_attack_target_ratio,post_attack_H,allocation_json,clean_sum_json,online_counts_json,phase1_counts_json,phase2_counts_json,post_attack_counts_json,C1,C2,budget_log_json,status,infeasible_reason,seed,clean_seed,z_star,mu_minus_K,modifications,magnitude,trajectory_seconds
MovieLens-25M,ucb-xu-gap-v1,UCB,Xu2021,1000000,10,6,0.15508753779738993,3.0,0.3333333333333333,0.3333333333333333,0.05,0,6806,scheduled corrupted rounds,0,1000000,0.994816,0.994816,1.0,993194,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[576, 576, 576, 576, 576, 576, 576, 576, 576, 994816]","[575, 575, 575, 575, 575, 575, 575, 575, 575, 575]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1047]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 993194]",5750,1056,"{""C1"": 5750, ""C2"": 1056, ""K"": 10, ""T"": 1000000, ""feasible"": true, ""learner"": ""UCB"", ""learner_setting"": ""mean + sqrt(log(T)/N)"", ""mu"": 0.15508753779738993, ""reason"": """", ""source"": ""https://proceedings.neurips.cc/paper_files/paper/2021/file/be315e7f05e9f13629031915fe87ad44-Supplemental.pdf"", ""source_section"": ""A.2"", ""target_feedback"": ""deterministic mu_K"", ""total"": 6806, ""version"": ""xu2021-original-settings-v1""}",simulated,,2884342330,,,,5503,4854.7986821599725,0.02939800001331605
MovieLens-25M,ucb-xu-gap-v1,UCB,Ours,1000000,10,7,0.15508753779738993,3.0,0.3333333333333333,0.3333333333333333,0.05,5,5273,injected samples,5323,994677,0.994683,1.0,1.0,994677,"[605, 580, 593, 593, 593, 580, 580, 580, 568, 1]","[5.0, 3.0, 4.0, 4.0, 4.0, 3.0, 3.0, 3.0, 2.0, 0.7754376889869496]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 994677]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 994677]",0,0,,simulated,,1006001013,702036,0.15508753779738993,0.15508753779738993,0,0.0,0.028830166993429884
MovieLens-25M,ucb-xu-gap-v1,UCB,Xu2021,1000000,10,7,0.15508753779738993,3.0,0.3333333333333333,0.3333333333333333,0.05,0,6806,scheduled corrupted rounds,0,1000000,0.994816,0.994816,1.0,993194,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[576, 576, 576, 576, 576, 576, 576, 576, 576, 994816]","[575, 575, 575, 575, 575, 575, 575, 575, 575, 575]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1047]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 993194]",5750,1056,"{""C1"": 5750, ""C2"": 1056, ""K"": 10, ""T"": 1000000, ""feasible"": true, ""learner"": ""UCB"", ""learner_setting"": ""mean + sqrt(log(T)/N)"", ""mu"": 0.15508753779738993, ""reason"": """", ""source"": ""https://proceedings.neurips.cc/paper_files/paper/2021/file/be315e7f05e9f13629031915fe87ad44-Supplemental.pdf"", ""source_section"": ""A.2"", ""target_feedback"": ""deterministic mu_K"", ""total"": 6806, ""version"": ""xu2021-original-settings-v1""}",simulated,,4095560936,,,,5480,4831.79868215996,0.029221832985058427
MovieLens-25M,ucb-xu-gap-v1,UCB,Ours,1000000,10,8,0.15508753779738993,3.0,0.3333333333333333,0.3333333333333333,0.05,5,5310,injected samples,5360,994640,0.994646,1.0,1.0,994640,"[593, 605, 605, 580, 593, 593, 580, 580, 580, 1]","[4.0, 5.0, 5.0, 3.0, 4.0, 4.0, 3.0, 3.0, 3.0, 0.7754376889869496]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 994640]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 994640]",0,0,,simulated,,1850370240,802036,0.15508753779738993,0.15508753779738993,0,0.0,0.028760791989043355
MovieLens-25M,ucb-xu-gap-v1,UCB,Xu2021,1000000,10,8,0.15508753779738993,3.0,0.3333333333333333,0.3333333333333333,0.05,0,6806,scheduled corrupted rounds,0,1000000,0.994816,0.994816,1.0,993194,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[576, 576, 576, 576, 576, 576, 576, 576, 576, 994816]","[575, 575, 575, 575, 575, 575, 575, 575, 575, 575]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1047]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 993194]",5750,1056,"{""C1"": 5750, ""C2"": 1056, ""K"": 10, ""T"": 1000000, ""feasible"": true, ""learner"": ""UCB"", ""learner_setting"": ""mean + sqrt(log(T)/N)"", ""mu"": 0.15508753779738993, ""reason"": """", ""source"": ""https://proceedings.neurips.cc/paper_files/paper/2021/file/be315e7f05e9f13629031915fe87ad44-Supplemental.pdf"", ""source_section"": ""A.2"", ""target_feedback"": ""deterministic mu_K"", ""total"": 6806, ""version"": ""xu2021-original-settings-v1""}",simulated,,258548672,,,,5464,4815.798682159951,0.029411875002551824
MovieLens-25M,ucb-xu-gap-v1,UCB,Ours,1000000,10,9,0.15508753779738993,3.0,0.3333333333333333,0.3333333333333333,0.05,5,5247,injected samples,5297,994703,0.994709,1.0,1.0,994703,"[580, 605, 605, 580, 580, 580, 580, 593, 543, 1]","[3.0, 5.0, 5.0, 3.0, 3.0, 3.0, 3.0, 4.0, 0.0, 0.7754376889869496]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 994703]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 994703]",0,0,,simulated,,1445023497,902036,0.15508753779738993,0.15508753779738993,0,0.0,0.028958583978237584
MovieLens-25M,ucb-xu-gap-v1,UCB,Xu2021,1000000,10,9,0.15508753779738993,3.0,0.3333333333333333,0.3333333333333333,0.05,0,6806,scheduled corrupted rounds,0,1000000,0.994816,0.994816,1.0,993194,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[576, 576, 576, 576, 576, 576, 576, 576, 576, 994816]","[575, 575, 575, 575, 575, 575, 575, 575, 575, 575]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1047]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 993194]",5750,1056,"{""C1"": 5750, ""C2"": 1056, ""K"": 10, ""T"": 1000000, ""feasible"": true, ""learner"": ""UCB"", ""learner_setting"": ""mean + sqrt(log(T)/N)"", ""mu"": 0.15508753779738993, ""reason"": """", ""source"": ""https://proceedings.neurips.cc/paper_files/paper/2021/file/be315e7f05e9f13629031915fe87ad44-Supplemental.pdf"", ""source_section"": ""A.2"", ""target_feedback"": ""deterministic mu_K"", ""total"": 6806, ""version"": ""xu2021-original-settings-v1""}",simulated,,2835112478,,,,5461,4812.79868215995,0.029645208996953443
MovieLens-25M,ucb-xu-gap-v1,UCB,Ours,1000000,10,10,0.15508753779738993,3.0,0.3333333333333333,0.3333333333333333,0.05,5,5298,injected samples,5348,994652,0.994658,1.0,1.0,994652,"[605, 593, 580, 593, 580, 593, 580, 593, 580, 1]","[5.0, 4.0, 3.0, 4.0, 3.0, 4.0, 3.0, 4.0, 3.0, 0.7754376889869496]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 994652]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 994652]",0,0,,simulated,,1441255541,1002036,0.15508753779738993,0.15508753779738993,0,0.0,0.02899500000057742
MovieLens-25M,ucb-xu-gap-v1,UCB,Xu2021,1000000,10,10,0.15508753779738993,3.0,0.3333333333333333,0.3333333333333333,0.05,0,6806,scheduled corrupted rounds,0,1000000,0.994816,0.994816,1.0,993194,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[576, 576, 576, 576, 576, 576, 576, 576, 576, 994816]","[575, 575, 575, 575, 575, 575, 575, 575, 575, 575]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1047]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 993194]",5750,1056,"{""C1"": 5750, ""C2"": 1056, ""K"": 10, ""T"": 1000000, ""feasible"": true, ""learner"": ""UCB"", ""learner_setting"": ""mean + sqrt(log(T)/N)"", ""mu"": 0.15508753779738993, ""reason"": """", ""source"": ""https://proceedings.neurips.cc/paper_files/paper/2021/file/be315e7f05e9f13629031915fe87ad44-Supplemental.pdf"", ""source_section"": ""A.2"", ""target_feedback"": ""deterministic mu_K"", ""total"": 6806, ""version"": ""xu2021-original-settings-v1""}",simulated,,2596856908,,,,5517,4868.79868215998,0.02923716598888859
MovieLens-25M,ucb-xu-gap-v1,UCB,Ours,1000000,10,11,0.15508753779738993,3.0,0.3333333333333333,0.3333333333333333,0.05,5,5323,injected samples,5373,994627,0.994633,1.0,1.0,994627,"[605, 593, 580, 580, 580, 593, 605, 593, 593, 1]","[5.0, 4.0, 3.0, 3.0, 3.0, 4.0, 5.0, 4.0, 4.0, 0.7754376889869496]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 994627]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 994627]",0,0,,simulated,,3289425047,1102036,0.15508753779738993,0.15508753779738993,0,0.0,0.028765250026481226
MovieLens-25M,ucb-xu-gap-v1,UCB,Xu2021,1000000,10,11,0.15508753779738993,3.0,0.3333333333333333,0.3333333333333333,0.05,0,6806,scheduled corrupted rounds,0,1000000,0.994816,0.994816,1.0,993194,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[576, 576, 576, 576, 576, 576, 576, 576, 576, 994816]","[575, 575, 575, 575, 575, 575, 575, 575, 575, 575]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1047]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 993194]",5750,1056,"{""C1"": 5750, ""C2"": 1056, ""K"": 10, ""T"": 1000000, ""feasible"": true, ""learner"": ""UCB"", ""learner_setting"": ""mean + sqrt(log(T)/N)"", ""mu"": 0.15508753779738993, ""reason"": """", ""source"": ""https://proceedings.neurips.cc/paper_files/paper/2021/file/be315e7f05e9f13629031915fe87ad44-Supplemental.pdf"", ""source_section"": ""A.2"", ""target_feedback"": ""deterministic mu_K"", ""total"": 6806, ""version"": ""xu2021-original-settings-v1""}",simulated,,1240460870,,,,5474,4825.798682159956,0.029364375019213185
MovieLens-25M,ucb-xu-gap-v1,UCB,Ours,1000000,10,12,0.15508753779738993,3.0,0.3333333333333333,0.3333333333333333,0.05,5,5163,injected samples,5213,994787,0.994793,1.0,1.0,994787,"[605, 556, 568, 568, 580, 568, 556, 593, 568, 1]","[5.0, 1.0, 2.0, 2.0, 3.0, 2.0, 1.0, 4.0, 2.0, 0.7754376889869496]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 994787]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 994787]",0,0,,simulated,,2782822708,1202036,0.15508753779738993,0.15508753779738993,0,0.0,0.028860125021310523
MovieLens-25M,ucb-xu-gap-v1,UCB,Xu2021,1000000,10,12,0.15508753779738993,3.0,0.3333333333333333,0.3333333333333333,0.05,0,6806,scheduled corrupted rounds,0,1000000,0.994816,0.994816,1.0,993194,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[576, 576, 576, 576, 576, 576, 576, 576, 576, 994816]","[575, 575, 575, 575, 575, 575, 575, 575, 575, 575]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1047]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 993194]",5750,1056,"{""C1"": 5750, ""C2"": 1056, ""K"": 10, ""T"": 1000000, ""feasible"": true, ""learner"": ""UCB"", ""learner_setting"": ""mean + sqrt(log(T)/N)"", ""mu"": 0.15508753779738993, ""reason"": """", ""source"": ""https://proceedings.neurips.cc/paper_files/paper/2021/file/be315e7f05e9f13629031915fe87ad44-Supplemental.pdf"", ""source_section"": ""A.2"", ""target_feedback"": ""deterministic mu_K"", ""total"": 6806, ""version"": ""xu2021-original-settings-v1""}",simulated,,833749614,,,,5532,4883.798682159988,0.029410083021502942
MovieLens-25M,ucb-xu-gap-v1,UCB,Ours,1000000,10,13,0.15508753779738993,3.0,0.3333333333333333,0.3333333333333333,0.05,5,5272,injected samples,5322,994678,0.994684,1.0,1.0,994678,"[580, 593, 605, 580, 580, 593, 580, 580, 580, 1]","[3.0, 4.0, 5.0, 3.0, 3.0, 4.0, 3.0, 3.0, 3.0, 0.7754376889869496]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 994678]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 994678]",0,0,,simulated,,1105888868,1302036,0.15508753779738993,0.15508753779738993,0,0.0,0.028754833998391405
MovieLens-25M,ucb-xu-gap-v1,UCB,Xu2021,1000000,10,13,0.15508753779738993,3.0,0.3333333333333333,0.3333333333333333,0.05,0,6806,scheduled corrupted rounds,0,1000000,0.994816,0.994816,1.0,993194,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[576, 576, 576, 576, 576, 576, 576, 576, 576, 994816]","[575, 575, 575, 575, 575, 575, 575, 575, 575, 575]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1047]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 993194]",5750,1056,"{""C1"": 5750, ""C2"": 1056, ""K"": 10, ""T"": 1000000, ""feasible"": true, ""learner"": ""UCB"", ""learner_setting"": ""mean + sqrt(log(T)/N)"", ""mu"": 0.15508753779738993, ""reason"": """", ""source"": ""https://proceedings.neurips.cc/paper_files/paper/2021/file/be315e7f05e9f13629031915fe87ad44-Supplemental.pdf"", ""source_section"": ""A.2"", ""target_feedback"": ""deterministic mu_K"", ""total"": 6806, ""version"": ""xu2021-original-settings-v1""}",simulated,,2906239397,,,,5508,4859.798682159974,0.029132334020687267
MovieLens-25M,ucb-xu-gap-v1,UCB,Ours,1000000,10,14,0.15508753779738993,3.0,0.3333333333333333,0.3333333333333333,0.05,5,5274,injected samples,5324,994676,0.994682,1.0,1.0,994676,"[593, 605, 580, 593, 593, 568, 568, 605, 568, 1]","[4.0, 5.0, 3.0, 4.0, 4.0, 2.0, 2.0, 5.0, 2.0, 0.7754376889869496]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 994676]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 994676]",0,0,,simulated,,1035624414,1402036,0.15508753779738993,0.15508753779738993,0,0.0,0.028806209011236206
MovieLens-25M,ucb-xu-gap-v1,UCB,Xu2021,1000000,10,14,0.15508753779738993,3.0,0.3333333333333333,0.3333333333333333,0.05,0,6806,scheduled corrupted rounds,0,1000000,0.994816,0.994816,1.0,993194,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[576, 576, 576, 576, 576, 576, 576, 576, 576, 994816]","[575, 575, 575, 575, 575, 575, 575, 575, 575, 575]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1047]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 993194]",5750,1056,"{""C1"": 5750, ""C2"": 1056, ""K"": 10, ""T"": 1000000, ""feasible"": true, ""learner"": ""UCB"", ""learner_setting"": ""mean + sqrt(log(T)/N)"", ""mu"": 0.15508753779738993, ""reason"": """", ""source"": ""https://proceedings.neurips.cc/paper_files/paper/2021/file/be315e7f05e9f13629031915fe87ad44-Supplemental.pdf"", ""source_section"": ""A.2"", ""target_feedback"": ""deterministic mu_K"", ""total"": 6806, ""version"": ""xu2021-original-settings-v1""}",simulated,,2329024608,,,,5479,4830.798682159959,0.029478832992026582
MovieLens-25M,ucb-xu-gap-v1,UCB,Ours,1000000,10,15,0.15508753779738993,3.0,0.3333333333333333,0.3333333333333333,0.05,5,5297,injected samples,5347,994653,0.994659,1.0,1.0,994653,"[605, 580, 593, 580, 593, 580, 580, 605, 580, 1]","[5.0, 3.0, 4.0, 3.0, 4.0, 3.0, 3.0, 5.0, 3.0, 0.7754376889869496]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 994653]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 994653]",0,0,,simulated,,2538196331,1502036,0.15508753779738993,0.15508753779738993,0,0.0,0.029252624983200803
MovieLens-25M,ucb-xu-gap-v1,UCB,Xu2021,1000000,10,15,0.15508753779738993,3.0,0.3333333333333333,0.3333333333333333,0.05,0,6806,scheduled corrupted rounds,0,1000000,0.994816,0.994816,1.0,993194,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[576, 576, 576, 576, 576, 576, 576, 576, 576, 994816]","[575, 575, 575, 575, 575, 575, 575, 575, 575, 575]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1047]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 993194]",5750,1056,"{""C1"": 5750, ""C2"": 1056, ""K"": 10, ""T"": 1000000, ""feasible"": true, ""learner"": ""UCB"", ""learner_setting"": ""mean + sqrt(log(T)/N)"", ""mu"": 0.15508753779738993, ""reason"": """", ""source"": ""https://proceedings.neurips.cc/paper_files/paper/2021/file/be315e7f05e9f13629031915fe87ad44-Supplemental.pdf"", ""source_section"": ""A.2"", ""target_feedback"": ""deterministic mu_K"", ""total"": 6806, ""version"": ""xu2021-original-settings-v1""}",simulated,,662748692,,,,5492,4843.798682159966,0.02956191697739996
MovieLens-25M,ucb-xu-gap-v1,UCB,Ours,1000000,10,16,0.15508753779738993,3.0,0.3333333333333333,0.3333333333333333,0.05,5,5348,injected samples,5398,994602,0.994608,1.0,1.0,994602,"[605, 605, 593, 580, 593, 593, 593, 605, 580, 1]","[5.0, 5.0, 4.0, 3.0, 4.0, 4.0, 4.0, 5.0, 3.0, 0.7754376889869496]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 994602]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 994602]",0,0,,simulated,,3975249890,1602036,0.15508753779738993,0.15508753779738993,0,0.0,0.028714166983263567
MovieLens-25M,ucb-xu-gap-v1,UCB,Xu2021,1000000,10,16,0.15508753779738993,3.0,0.3333333333333333,0.3333333333333333,0.05,0,6806,scheduled corrupted rounds,0,1000000,0.994816,0.994816,1.0,993194,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[576, 576, 576, 576, 576, 576, 576, 576, 576, 994816]","[575, 575, 575, 575, 575, 575, 575, 575, 575, 575]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1047]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 993194]",5750,1056,"{""C1"": 5750, ""C2"": 1056, ""K"": 10, ""T"": 1000000, ""feasible"": true, ""learner"": ""UCB"", ""learner_setting"": ""mean + sqrt(log(T)/N)"", ""mu"": 0.15508753779738993, ""reason"": """", ""source"": ""https://proceedings.neurips.cc/paper_files/paper/2021/file/be315e7f05e9f13629031915fe87ad44-Supplemental.pdf"", ""source_section"": ""A.2"", ""target_feedback"": ""deterministic mu_K"", ""total"": 6806, ""version"": ""xu2021-original-settings-v1""}",simulated,,205503083,,,,5586,4937.798682160017,0.02932829098426737
MovieLens-25M,ucb-xu-gap-v1,UCB,Ours,1000000,10,17,0.15508753779738993,3.0,0.3333333333333333,0.3333333333333333,0.05,5,5323,injected samples,5373,994627,0.994633,1.0,1.0,994627,"[593, 593, 605, 580, 605, 605, 593, 568, 580, 1]","[4.0, 4.0, 5.0, 3.0, 5.0, 5.0, 4.0, 2.0, 3.0, 0.7754376889869496]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 994627]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 994627]",0,0,,simulated,,1166810308,1702036,0.15508753779738993,0.15508753779738993,0,0.0,0.02890466697863303
MovieLens-25M,ucb-xu-gap-v1,UCB,Xu2021,1000000,10,17,0.15508753779738993,3.0,0.3333333333333333,0.3333333333333333,0.05,0,6806,scheduled corrupted rounds,0,1000000,0.994816,0.994816,1.0,993194,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[576, 576, 576, 576, 576, 576, 576, 576, 576, 994816]","[575, 575, 575, 575, 575, 575, 575, 575, 575, 575]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1047]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 993194]",5750,1056,"{""C1"": 5750, ""C2"": 1056, ""K"": 10, ""T"": 1000000, ""feasible"": true, ""learner"": ""UCB"", ""learner_setting"": ""mean + sqrt(log(T)/N)"", ""mu"": 0.15508753779738993, ""reason"": """", ""source"": ""https://proceedings.neurips.cc/paper_files/paper/2021/file/be315e7f05e9f13629031915fe87ad44-Supplemental.pdf"", ""source_section"": ""A.2"", ""target_feedback"": ""deterministic mu_K"", ""total"": 6806, ""version"": ""xu2021-original-settings-v1""}",simulated,,1962773539,,,,5540,4891.798682159992,0.029290625010617077
MovieLens-25M,ucb-xu-gap-v1,UCB,Ours,1000000,10,18,0.15508753779738993,3.0,0.3333333333333333,0.3333333333333333,0.05,5,5323,injected samples,5373,994627,0.994633,1.0,1.0,994627,"[568, 580, 605, 593, 593, 605, 605, 593, 580, 1]","[2.0, 3.0, 5.0, 4.0, 4.0, 5.0, 5.0, 4.0, 3.0, 0.7754376889869496]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 994627]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 994627]",0,0,,simulated,,1547257895,1802036,0.15508753779738993,0.15508753779738993,0,0.0,0.02890299999853596
MovieLens-25M,ucb-xu-gap-v1,UCB,Xu2021,1000000,10,18,0.15508753779738993,3.0,0.3333333333333333,0.3333333333333333,0.05,0,6806,scheduled corrupted rounds,0,1000000,0.994816,0.994816,1.0,993194,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[576, 576, 576, 576, 576, 576, 576, 576, 576, 994816]","[575, 575, 575, 575, 575, 575, 575, 575, 575, 575]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1047]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 993194]",5750,1056,"{""C1"": 5750, ""C2"": 1056, ""K"": 10, ""T"": 1000000, ""feasible"": true, ""learner"": ""UCB"", ""learner_setting"": ""mean + sqrt(log(T)/N)"", ""mu"": 0.15508753779738993, ""reason"": """", ""source"": ""https://proceedings.neurips.cc/paper_files/paper/2021/file/be315e7f05e9f13629031915fe87ad44-Supplemental.pdf"", ""source_section"": ""A.2"", ""target_feedback"": ""deterministic mu_K"", ""total"": 6806, ""version"": ""xu2021-original-settings-v1""}",simulated,,4087454541,,,,5446,4797.798682159941,0.02928937500109896
MovieLens-25M,ucb-xu-gap-v1,UCB,Ours,1000000,10,19,0.15508753779738993,3.0,0.3333333333333333,0.3333333333333333,0.05,5,5310,injected samples,5360,994640,0.994646,1.0,1.0,994640,"[580, 605, 605, 593, 580, 593, 568, 605, 580, 1]","[3.0, 5.0, 5.0, 4.0, 3.0, 4.0, 2.0, 5.0, 3.0, 0.7754376889869496]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 994640]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 994640]",0,0,,simulated,,3464257774,1902036,0.15508753779738993,0.15508753779738993,0,0.0,0.028889832989079878
MovieLens-25M,ucb-xu-gap-v1,UCB,Xu2021,1000000,10,19,0.15508753779738993,3.0,0.3333333333333333,0.3333333333333333,0.05,0,6806,scheduled corrupted rounds,0,1000000,0.994816,0.994816,1.0,993194,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[576, 576, 576, 576, 576, 576, 576, 576, 576, 994816]","[575, 575, 575, 575, 575, 575, 575, 575, 575, 575]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1047]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 993194]",5750,1056,"{""C1"": 5750, ""C2"": 1056, ""K"": 10, ""T"": 1000000, ""feasible"": true, ""learner"": ""UCB"", ""learner_setting"": ""mean + sqrt(log(T)/N)"", ""mu"": 0.15508753779738993, ""reason"": """", ""source"": ""https://proceedings.neurips.cc/paper_files/paper/2021/file/be315e7f05e9f13629031915fe87ad44-Supplemental.pdf"", ""source_section"": ""A.2"", ""target_feedback"": ""deterministic mu_K"", ""total"": 6806, ""version"": ""xu2021-original-settings-v1""}",simulated,,1129188179,,,,5502,4853.798682159971,0.029279250011313707
MovieLens-25M,ucb-xu-gap-v1,UCB,Ours,1000000,10,20,0.15508753779738993,3.0,0.3333333333333333,0.3333333333333333,0.05,5,5262,injected samples,5312,994688,0.994694,1.0,1.0,994688,"[605, 593, 556, 593, 580, 593, 605, 568, 568, 1]","[5.0, 4.0, 1.0, 4.0, 3.0, 4.0, 5.0, 2.0, 2.0, 0.7754376889869496]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 994688]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 994688]",0,0,,simulated,,1430920313,2002036,0.15508753779738993,0.15508753779738993,0,0.0,0.028975792025448754
